total_sales_amount,export_sales_value,output_vat,input_vat,net_refund_amount,sales_invoice_count,supporting_docs_count,submitted_by,zero_rated_sales,exempt_sales,business_age_years,is_fraud,claim_id,taxpayer_id,period_start,period_end,claim_date,fraud_type,processing_days
3898354.2159612086,2244604.453077335,264599.9620614198,469316.85891651677,204716.89685509697,122,15,Tax Agent,2020144.0077696014,279404.7078250114,10.494363978462577,0,CLM_466486,TPIN_65863236,2024-04-07,2024-07-05,2024-07-29,,30
393480.66889792983,362697.6691463537,4925.279960252177,47156.58713571221,42231.30717546003,26,6,Self,290158.135317083,18661.981499620957,2.4307563893246815,1,CLM_840100,TPIN_80669118,2024-12-29,2025-03-28,2025-04-24,fake_exports,20
1948733.24172983,252846.8977438655,248701.0667352706,211384.24976009957,0.0,78,13,Tax Agent,227562.20796947894,117421.53802900716,2.31838057303863,0,CLM_323894,TPIN_59223966,2024-01-25,2024-04-23,2024-05-12,,21
284554.1770639786,45901.34524589892,38184.45309089275,76676.26136724645,38491.8082763537,14,2,Self,36721.076196719136,10034.93196463123,1.7404648359720902,1,CLM_808289,TPIN_42066175,2024-08-11,2024-11-08,2024-11-27,inflated_inputs,15
356284.0898908886,237132.1524956002,19064.309983246145,38051.97402201819,18987.664038772047,24,16,Tax Agent,213418.93724604018,20938.46422355103,6.681129464759431,0,CLM_520576,TPIN_21047853,2024-07-24,2024-10-21,2024-11-07,,30
2668199.3174401503,1559430.097050981,177403.0752622671,336456.5546639988,159053.47940173166,365,12,Self,1403487.0873458828,185121.15135366312,10.719041340815286,0,CLM_220243,TPIN_31978898,2024-10-10,2025-01-07,2025-02-02,,24
106044.27368579002,93955.87842266452,1934.143242100079,11244.48110596099,9310.33786386091,10,8,Tax Agent,84560.29058039807,5575.3436438935205,12.504025411846733,0,CLM_154330,TPIN_26828923,2024-03-24,2024-06-21,2024-06-28,,20
375244.1597002607,331673.76316878456,6971.263445036178,42904.3046068587,35933.04116182252,13,24,Tax Agent,298506.38685190614,5615.030582291913,10.19019858152523,0,CLM_187087,TPIN_59493063,2024-04-04,2024-07-02,2024-07-18,,33
104848.30985755731,62539.980994575126,6769.332618077149,14158.186299792193,7388.853681715043,10,20,Tax Agent,56285.98289511762,2787.4042351915273,8.685354217702534,0,CLM_503850,TPIN_82487614,2024-11-09,2025-02-06,2025-03-06,,19
3334637.6396021023,1729589.6028547164,256807.68587958175,424103.4409006985,167295.75502111673,203,27,Self,1556630.6425692448,136362.41522126412,19.02212366691448,0,CLM_549251,TPIN_60847679,2024-09-14,2024-12-12,2025-01-04,,52
355388.74286679144,336100.48377255304,3086.1214550781438,49298.853198594574,46212.73174351643,28,4,Self,268880.38701804244,6177.597199778119,2.2343909773902295,1,CLM_889399,TPIN_60892954,2024-03-30,2024-06-27,2024-07-25,fake_exports,20
390055.0656799375,281932.8656512306,17299.552004593097,45651.278265864246,28351.72626127115,23,21,Tax Agent,253739.57908610755,23640.821753868997,11.10459230335487,0,CLM_128370,TPIN_57729958,2024-09-28,2024-12-26,2025-01-18,,38
930480.1992073149,558246.2875281627,59557.425868664344,102585.43803984263,43028.012171178285,71,10,Tax Agent,502421.65877534647,69692.87549210475,17.379191239862244,0,CLM_523471,TPIN_22079806,2024-05-29,2024-08-26,2024-09-13,,34
498449.1798557765,8893.066417989729,57978.65637893616,47914.28172723286,0.0,27,15,Tax Agent,8003.7597761907555,22346.426546260493,17.902365733749093,0,CLM_866988,TPIN_21953070,2024-08-26,2024-11-23,2024-12-01,,50
1120466.8470915481,98426.13287424995,146420.15976299657,124376.27524170726,0.0,57,19,Tax Agent,88583.51958682496,14169.89943171512,7.366706412978001,0,CLM_208237,TPIN_89163104,2024-05-04,2024-08-01,2024-08-17,,18
6666663.27990814,4769022.075660331,303622.5926796495,761195.0087570125,457572.4160773631,462,14,Tax Agent,4292119.868094298,1056.4291075459187,3.1965163437650883,0,CLM_525658,TPIN_57181184,2024-10-30,2025-01-27,2025-02-05,,23
990580.1155476102,886021.015486175,16729.456009829642,206040.66403390293,189311.20802407328,21,10,Self,708816.81238894,10721.58663850615,2.8006066242104835,1,CLM_326805,TPIN_62034708,2024-06-26,2024-09-23,2024-09-28,carousel,11
247490.06218833837,199945.3817272143,7607.148873779853,31786.982020690746,24179.833146910893,10,17,Tax Agent,179950.84355449287,918.5177865485889,11.364175289072458,0,CLM_543931,TPIN_79141520,2024-11-16,2025-02-13,2025-03-10,,35
298606.1688922419,164032.549315547,21531.779132271186,33455.48073733039,11923.701605059206,14,12,Tax Agent,147629.2943839923,15533.33188908321,6.822969501923262,0,CLM_392926,TPIN_75758489,2024-07-28,2024-10-25,2024-11-12,,14
1694360.8933442815,383276.142919026,189641.192418539,165094.36917487875,0.0,36,11,Self,344948.52862712345,109257.9147008767,7.6812921877403,0,CLM_578356,TPIN_60316725,2024-06-14,2024-09-11,2024-09-26,,45
700094.883411214,596454.358403412,16582.48400124831,81511.01917069012,64928.53516944181,80,14,Tax Agent,536808.9225630709,46756.55244238766,19.461379140380018,0,CLM_170246,TPIN_26422892,2024-09-19,2024-12-17,2024-12-25,,22
496237.9920842627,336471.39849175734,25562.654974800862,60225.99955318216,34663.3445783813,46,10,Tax Agent,302824.25864258164,43824.41775926038,10.075038550934094,0,CLM_501702,TPIN_74701559,2024-03-06,2024-06-03,2024-06-26,,56
1903623.8922868257,1406864.245585333,79481.54347223882,244381.71390399663,164900.1704317578,46,9,Self,1266177.8210267997,40979.12988277008,19.383867989917167,0,CLM_398113,TPIN_51844417,2024-05-09,2024-08-06,2024-08-15,,47
398919.0230239427,5734.1260131856,65602.70958481258,53431.53830510656,0.0,75,19,Tax Agent,5160.71341186704,20843.391653576127,16.028573066032155,0,CLM_768779,TPIN_72666873,2024-11-06,2025-02-03,2025-02-11,,40
479134.7599387999,309929.8211342139,27072.79020873376,63393.01579105927,36320.22558232551,25,20,Self,278936.8390207925,29423.22183206283,12.888934637559592,0,CLM_840537,TPIN_76808666,2024-06-06,2024-09-03,2024-10-02,,34
5396894.886293622,554641.0860700198,833417.7114959045,665727.9691070707,0.0,396,8,Self,499176.9774630178,25265.000640457092,17.78669532277948,0,CLM_649229,TPIN_34996747,2024-05-07,2024-08-04,2024-08-17,,12
1739622.3932733228,300836.3059410906,280285.3435573045,227826.98250525465,0.0,51,16,Self,270752.67534698156,53888.715124587405,5.630682032955952,0,CLM_480149,TPIN_47521406,2024-12-10,2025-03-09,2025-03-23,,49
8007427.148133778,4208457.6062049465,607835.126708613,997625.3136222803,389790.18691366725,278,23,Tax Agent,3787611.845584452,73296.07847394336,15.464973243586092,0,CLM_353189,TPIN_96931393,2024-12-06,2025-03-05,2025-03-13,,23
389823.1636635273,243485.46580045592,23414.03165809142,49631.094120369424,26217.062462278005,15,18,Tax Agent,219136.91922041032,22048.535656599393,4.945096797365991,0,CLM_129092,TPIN_15113050,2024-10-07,2025-01-04,2025-01-11,,31
1319371.4001962764,706905.0118270478,97994.62213907657,148718.70434504322,50724.08220596665,30,14,Self,636214.510644343,100874.95007019155,18.515808102734205,0,CLM_143822,TPIN_52962091,2024-09-02,2024-11-30,2024-12-05,,45
1822535.917765262,1504777.2803086955,50841.38199305065,224910.72363504765,174069.341641997,182,12,Tax Agent,1354299.552277826,80794.20361742,18.642098996782487,0,CLM_776585,TPIN_28484758,2024-05-12,2024-08-09,2024-08-30,,40
380878.8744853064,284783.191549291,15375.309269762458,48166.4674740538,32791.15820429134,9,3,Self,227826.55323943283,2515.922092903502,2.019542108307215,1,CLM_377034,TPIN_55243110,2024-03-31,2024-06-28,2024-07-06,fake_exports,28
287460.6547985541,80941.29459932256,38489.31836868663,29732.999035676177,0.0,10,28,Tax Agent,72847.1651393903,24983.82683408026,2.4009041912100297,0,CLM_845778,TPIN_74308318,2024-03-16,2024-06-13,2024-06-21,,50
1350355.0518693929,890025.4476226257,73652.73667948274,280873.8507888337,207221.11410935095,23,12,Self,712020.3580981006,15997.378087363322,3.0186814119678664,1,CLM_379866,TPIN_65269403,2024-12-23,2025-03-22,2025-04-20,carousel,11
497859.45662399917,13414.149098835793,50760.8774270017,47840.66036152755,0.0,24,12,Self,12072.734188952214,37510.121598020334,4.571305171415094,0,CLM_632356,TPIN_50487099,2024-08-09,2024-11-06,2024-11-25,,15
188507.9994503524,109019.83500595752,12718.10631110318,19081.7144542258,6363.608143122619,10,25,Tax Agent,98117.85150536177,18039.766704391157,6.385771993046871,0,CLM_544022,TPIN_34542035,2024-03-13,2024-06-10,2024-06-24,,11
290238.47672880336,192456.91391842137,15645.050049661118,29734.5698622726,14089.519812611483,10,25,Tax Agent,173211.22252657925,24521.155497614243,18.705833039176156,0,CLM_553510,TPIN_59035647,2024-10-31,2025-01-28,2025-02-24,,24
1352138.7685068008,1034660.5588626417,50796.513543065455,159464.86622036662,108668.35267730115,30,26,Tax Agent,931194.5029763775,105899.29380540845,18.17409088414711,0,CLM_541048,TPIN_52495479,2024-01-07,2024-04-05,2024-04-29,,46
1081176.9438838079,914018.2934966827,26745.384061940033,117147.78262592008,90402.39856398005,59,24,Tax Agent,822616.4641470144,95810.79714650178,4.768106699237891,0,CLM_196502,TPIN_37135236,2024-03-28,2024-06-25,2024-07-19,,21
364869.2049294291,285573.4497401222,12687.320830289107,48061.00890462473,35373.68807433562,10,18,Tax Agent,257016.10476611,8738.205687477428,3.9863910180417585,0,CLM_229327,TPIN_88460370,2024-06-19,2024-09-16,2024-10-09,,36
3004401.718101227,1522567.896455438,237093.41146332625,380977.15112222935,143883.7396589031,72,9,Tax Agent,1370311.1068098943,99775.99039674664,9.839137258499433,0,CLM_129336,TPIN_97087158,2024-06-23,2024-09-20,2024-10-11,,40
233618.21936798384,7486.599050210225,31744.40739046147,24659.292302452493,0.0,12,24,Tax Agent,6737.9391451892025,12711.36878675026,7.816613911029511,0,CLM_953415,TPIN_93798013,2024-08-06,2024-11-03,2024-11-13,,14
771469.3664089928,552591.1497365899,35020.514667584466,87956.13226936237,52935.6176017779,29,20,Tax Agent,497332.0347629309,17574.86606093636,7.038733189815981,0,CLM_881215,TPIN_66832080,2024-08-14,2024-11-11,2024-11-16,,51
902509.6869119862,703225.3644559407,31885.491592967286,86697.94765645183,54812.45606348454,20,20,Tax Agent,632902.8280103466,5779.990067195059,12.578658110146577,0,CLM_655943,TPIN_68792475,2024-01-26,2024-04-24,2024-05-13,,30
849439.2121304506,6218.0941982258655,117256.31996825589,111110.00844140319,0.0,19,20,Tax Agent,5596.284778403279,5948.597807585908,18.78661836965455,0,CLM_993741,TPIN_39900787,2024-07-28,2024-10-25,2024-10-30,,12
1868089.8467315112,1278216.8924466295,94379.67268558107,182399.98706080628,88020.3143752252,41,20,Self,1150395.2032019666,11276.88193598619,10.015753128027534,0,CLM_412570,TPIN_26101147,2024-02-28,2024-05-27,2024-06-12,,15
1250138.50367335,676725.2137415693,91746.12638908491,129896.78040637095,38150.65401728604,47,20,Self,609052.6923674124,35061.44533724651,14.300995396581515,0,CLM_866922,TPIN_48274136,2024-07-31,2024-10-28,2024-11-22,,41
3322418.2891036905,2796493.812163404,84147.91631044581,384173.22111208393,300025.3048016381,142,23,Tax Agent,2516844.430947064,322250.1626893657,18.688228073560087,0,CLM_425437,TPIN_87314232,2024-07-05,2024-10-02,2024-10-12,,13
1801914.955347429,1450990.785495114,56147.8671763704,374798.31071226526,318650.44353589485,45,6,Self,1160792.6283960913,64724.100629113556,2.492309960569049,1,CLM_656268,TPIN_71325581,2024-05-20,2024-08-17,2024-08-24,carousel,16
190484.93154753518,12845.834993878085,28422.255448585136,66256.32056307593,37834.0651144908,13,5,Self,10276.667995102469,4955.268463237978,1.9647103251302727,1,CLM_492647,TPIN_86271093,2024-03-23,2024-06-20,2024-07-09,inflated_inputs,24
341696.38563883945,217204.85545630893,19918.644829204884,36881.21700174377,16962.572172538883,49,18,Self,195484.36991067804,15176.754965788128,4.696693148829859,0,CLM_552685,TPIN_35243009,2024-06-27,2024-09-24,2024-10-18,,34
937184.4070600559,530361.2037937939,65091.71252260191,116446.61761369724,51354.90509109532,27,12,Self,477325.08341441455,5625.149278344222,17.429556570041974,0,CLM_988160,TPIN_65234564,2024-01-04,2024-04-02,2024-04-23,,19
2047534.0467548354,29305.336032302424,237282.82576932618,208652.46799879803,0.0,48,26,Tax Agent,26374.802429072184,113319.7136413422,11.451581218495628,0,CLM_595379,TPIN_52063059,2024-03-02,2024-05-30,2024-06-12,,12
412813.70795396756,366243.2763735287,7451.269052870218,44915.04547841992,37463.7764255497,61,17,Tax Agent,329618.94873617584,15348.537145641776,15.652203451564278,0,CLM_950766,TPIN_54081070,2024-03-31,2024-06-28,2024-07-10,,37
397544.85795439937,16701.562890309047,54156.394745937025,48829.95030660036,0.0,16,8,Tax Agent,15031.406601278142,23064.434364483113,8.54586405796892,0,CLM_705787,TPIN_36921233,2024-01-21,2024-04-19,2024-05-12,,46
70554.08235485894,11026.002478253338,9524.492780256896,19797.299856015736,10272.80707575884,9,7,Self,8820.80198260267,1444.8112971755845,1.9332434252166601,1,CLM_291141,TPIN_69311276,2024-12-06,2025-03-05,2025-03-16,inflated_inputs,23
8816086.795907011,7628329.290094697,190041.2009299703,1145109.5832017933,955068.382271823,331,20,Tax Agent,6865496.361085228,698676.361319297,7.67880571668003,0,CLM_453884,TPIN_20189828,2024-05-13,2024-08-10,2024-08-31,,26
2042445.7021681464,1402943.2960165662,102320.38498425283,424828.7060509745,322508.3210667217,22,12,Self,1122354.636813253,38286.64936710169,3.0844771163677454,1,CLM_177668,TPIN_96681403,2024-04-01,2024-06-29,2024-07-09,carousel,25
75359.70034564013,36130.14173454165,6276.729377775757,17310.360541819442,11033.631164043685,2,1,Self,28904.11338763332,1863.1304058519027,0.2576858085760745,1,CLM_567680,TPIN_51752574,2024-03-25,2024-06-22,2024-07-01,ghost_business,7
132961.77383361777,111321.44506208207,3462.452603445712,12820.74556111218,9358.292957666468,10,13,Tax Agent,100189.30055587387,1961.9525554089767,16.082235345465044,0,CLM_809346,TPIN_50184551,2024-09-08,2024-12-06,2025-01-02,,19
365345.0136058726,199949.29430178905,26463.315088653366,40940.527305945776,14477.21221729241,10,13,Tax Agent,179954.36487161016,10010.018592870403,2.716605910023569,0,CLM_456742,TPIN_56894926,2024-05-19,2024-08-16,2024-08-26,,48
293840.63480754587,235572.4535141098,9322.90900694977,35490.045442942515,26167.136435992747,15,26,Tax Agent,212015.20816269884,22998.79014736136,3.3433366580674706,0,CLM_128141,TPIN_41335282,2024-01-05,2024-04-03,2024-04-26,,47
6379251.248009802,3353579.329243393,484107.5070026254,776425.4441753742,292317.93717274885,202,10,Tax Agent,3018221.396319054,232281.97062828214,10.774421038351532,0,CLM_554472,TPIN_27336247,2024-02-25,2024-05-24,2024-05-29,,48
382008.01394752465,249825.73602851765,21149.16446704112,40433.166625920465,19284.002158879346,12,29,Self,224843.16242566588,7423.422450098438,7.187916493205606,0,CLM_351775,TPIN_35434344,2024-03-07,2024-06-04,2024-06-30,,25
6061093.781250779,4989409.216482339,171469.53036295026,671105.0657771315,499635.5354141812,500,14,Tax Agent,4490468.294834105,220562.8429709709,14.783777269692768,0,CLM_196008,TPIN_82029715,2024-03-08,2024-06-05,2024-06-29,,54
349150.45960824145,210832.98255323217,22130.796328801483,41643.15322251035,19512.356893708868,22,8,Tax Agent,189749.68429790897,27482.4309363461,5.198680301542653,0,CLM_778442,TPIN_69875398,2024-04-09,2024-07-07,2024-07-29,,33
669711.779664247,479306.55140529666,30464.836521432047,139300.05017016336,108835.21364873131,45,12,Self,383445.24112423736,6611.016582988001,2.187650696766548,1,CLM_544089,TPIN_57900064,2024-04-03,2024-07-01,2024-07-13,carousel,11
341721.7679285916,64587.32921073132,41825.34554185709,38510.44319215656,0.0,37,21,Tax Agent,58128.596289658184,15366.441164000575,6.988598333720477,0,CLM_313482,TPIN_84240254,2024-10-25,2025-01-22,2025-02-12,,53
260948.21581654975,1836.4769588810811,33737.69999819078,28489.45627847328,0.0,10,15,Self,1652.829262992973,13901.014731581341,13.421628800589938,0,CLM_925539,TPIN_13727904,2024-11-20,2025-02-17,2025-03-03,,26
139422.77243494347,81560.47441676923,9257.96768290788,27105.07184906791,17847.104166160032,2,4,Self,65248.379533415384,525.9719592306154,0.8383287283372889,1,CLM_846444,TPIN_47986001,2024-08-23,2024-11-20,2024-12-01,ghost_business,24
672112.9375072878,369967.96949745424,48343.19488157338,78759.09774076351,30415.90285919013,39,15,Self,332971.17254770885,40009.326630450516,2.584758740422969,0,CLM_663889,TPIN_10277834,2024-04-01,2024-06-29,2024-07-09,,55
282892.16784781776,203639.6216268658,12680.407395352317,37203.91439051587,24523.506995163552,29,29,Self,183275.65946417922,26732.378117792792,8.908242606323252,0,CLM_589572,TPIN_47425981,2024-01-04,2024-04-02,2024-05-01,,58
212489.17376860694,123589.5571562717,14223.93865797364,28438.306148497646,14214.367490524006,24,15,Tax Agent,111230.60144064453,1265.248468691434,11.679874000302972,0,CLM_475513,TPIN_53342766,2024-09-01,2024-11-29,2024-12-10,,23
405772.474441528,366124.9507422072,6343.603791891327,49408.67141570412,43065.06762381279,22,8,Self,292899.9605937658,5752.758599494902,0.4550870042756494,1,CLM_807906,TPIN_59156025,2024-04-16,2024-07-14,2024-08-07,fake_exports,7
1155577.2827632814,867951.9777073099,46020.04880895544,140862.92666008492,94842.87785112948,26,14,Tax Agent,781156.7799365789,95984.87925011055,17.73753201446745,0,CLM_306251,TPIN_34556224,2024-10-27,2025-01-24,2025-02-15,,34
261911.18086331635,207398.27321252256,8722.065224127005,33584.907498775385,24862.842274648377,18,2,Self,165918.61857001806,7039.376389555226,1.166899561415402,1,CLM_860615,TPIN_54756698,2024-11-20,2025-02-17,2025-03-15,fake_exports,26
141116.96179706627,24169.292632954825,15979.603739471788,13650.907737335985,0.0,10,8,Tax Agent,21752.363369659342,4606.922796368768,2.175875253545306,0,CLM_673441,TPIN_22851424,2024-09-23,2024-12-21,2025-01-16,,49
390294.60400361515,247186.33271303526,22897.323406492786,52356.71062857686,29459.387222084075,48,29,Self,222467.69944173173,19647.590731524193,8.982831362219647,0,CLM_113790,TPIN_98735731,2024-12-24,2025-03-23,2025-03-31,,44
640623.7853616269,601612.939441547,6241.735347212777,89529.1499112678,83287.41456405503,11,3,Self,481290.35155323765,1571.126254751018,0.46584536021626144,1,CLM_947065,TPIN_87984229,2024-04-29,2024-07-27,2024-08-09,fake_exports,11
1842584.9059997497,1550161.1309601008,46787.80400634382,226530.82131008324,179743.0173037394,164,23,Tax Agent,1395145.0178640909,94501.52588401976,15.538057988545546,0,CLM_330881,TPIN_19878917,2024-12-05,2025-03-04,2025-03-29,,48
1255833.1951869102,983953.161076381,43500.80545768468,133065.24842461332,89564.44296692865,64,10,Tax Agent,885557.8449687429,100881.65492694103,8.138861710951224,0,CLM_450882,TPIN_88247052,2024-02-24,2024-05-23,2024-06-15,,20
749799.5081555188,569460.8144578323,28854.190991629846,104271.22089217402,75417.02990054418,17,7,Self,455568.65156626585,31608.772019263324,1.5775308034504367,1,CLM_720937,TPIN_51258218,2024-06-09,2024-09-06,2024-10-02,fake_exports,19
